symbol	kidney_biopsy
NOVA1-DT	3
GNRHR2P1	1
GPR137C	17
PCNX4	860
MIR4307HG	16
LINC00871	12
SIX1	6
PPP2R5E	666
LINC02331	4
DDHD1-DT	0
STYX	99
LINC03033	2
ATP5F1CP1	0
L3HYPDH	55
EIF1AXP2	0
LINC02319	0
C14orf39	0
RPL17P2	0
LINC02290	0
SIX6	0
SIX4	115
PRKCH-AS1	19
LINC01500	0
SALL4P7	0
PPM1A	419
CCDC175	3
SCOCP1	0
DHRS7	129
PCNX1	208
GPHB5	0
ATP5F1AP4	0
SALRNA1	0
MNAT1	186
CCDC177	0
LINC01303	12
C14orf28	39
DCAF4	49
JKAMP	21
RHOJ	17
SOCS4	167
KCNH5	3
SUSD6	359
PARP1P2	0
AKR1B1P5	0
RPL36AP2	0
PTTG4P	0
RAP1AP	0
RBM8B	58
TUBBP3	0
NCOA4P1	0
SIPA1L1-AS1	3
RPL21P7	0
FUT8-AS1	0
RPL23AP71	3
EGLN3	42
LINC02306	7
SPTSSA	254
FOS	5408
GTF3AP2	0
HNRNPUP1	41
RPL9P6	0
PLEKHD1	2
YBX1P1	19
LTBP2	31
ISCA2	135
JDP2	174
SPATA7	40
LINC00609	0
CYCSP1	0
TOGARAM1	241
AP5M1	346
RPL21P8	1
TMEM63C	4
SLC35F4	1
LINC02284	6
LINC01148	0
BMP4	117
LINC02296	0
FTH1P13	1
PTBP1P	0
RPL21P11	6
OR7E159P	0
LINC02302	2
RPA2P1	0
EIF3LP1	6
EIF4BP1	0
COILP1	3
TRAJ50	0
RPL18P1	0
FKBP1BP1	0
SRSF5	2938
CAP2P1	0
FUT8	42
DOCK11P1	1
RPS19P3	74
RAB42P1	0
ERO1A	253
DPPA5P4	0
OR7E106P	2
ENSAP2	0
UBA52P3	2
CYB5AP5	0
NAA30	318
CLEC14A	118
RGS6	8
PTPN21	69
SYNDIG1L	0
DDHD1	90
GPR33	0
MTCO1P2	633
TMX1	250
RPSAP3	4
LINC00520	5
LINC02297	0
MTCYBP27	0
EEF1A1P2	0
LINC02303	8
CIPC	177
LINC02324	2
YWHAQP1	0
RRAGAP1-AS1	0
RPL13AP2	3
RTRAF	369
LINC02291	0
YWHAZP1	0
FOXN3-AS1	6
LINC02960	2
AKAP6	41
LINC02305	0
SSTR1	36
CKS1BP1	3
MTND4P33	2
CEP128	12
RPL3P3	67
OR7K1P	0
LINC02691	1
ARMH4	260
CCDC88C-DT	0
EXOC5	194
DNAJC19P9	80
RPS15AP3	0
DIO2-AS1	0
NRDE2	193
CCDC85C	14
OTX2-AS1	0
MOK	182
TCL1B	0
TECPR2	47
LINC02318	0
PSMC1	30
PTGER2	26
LINC02316	0
MTND5P35	0
CHORDC2P	1
RPL23AP10	0
ATG2B	208
IGHVIII-16-1	0
IGHV3-23	0
RPS6KA5	71
IGHVIII-22-2	0
IGHV4-34	0
LINC02330	0
GLRX5	575
AK7	7
LINC00642	1
PPP1R13B	72
IGHV1-12	0
GOLGA5	87
TMEM260	106
LINC02309	0
GALC	126
IGHVII-30-1	0
IGHVII-15-1	0
BDKRB1	16
IGHGP	17
IGHV3-38	0
IGHV3-22	0
CDCA4	8
IGHV3-37	0
IGHV4-28	0
IGHV7-34-1	0
IGHVIII-11-1	0
IGHV3-21	0
IGHVII-26-2	0
IGHV3-64D	0
IGHVII-30-21	0
IGHV1-17	0
PEBP1P1	0
IGHV3-35	0
SHLD2P2	3
IGHV3-15	0
ELK2AP	0
IGHV7-27	0
TTC7B-AS1	1
IGHV3-36	0
IGHV3-25	0
LGMN	959
PPP1R13B-DT	0
CCNK	34
CLBA1	2
SETD3	622
IGHV1-14	0
IGHV3-20	0
LINC02317	0
IGHV3-33-2	0
GLRXP2	9
AHNAK2	4
CINP	49
IGHVIII-25-1	0
IGHV1-24	0
IGHV3-33	0
TTC7B	93
IGHVIII-38-1	0
RPL13AP3	3
IGHV3-30	0
GPR68	1
IGHA1	50
OR7E105P	0
SLC20A1P2	0
IGHV5-10-1	1
LINC02312	0
KCNK13	13
IGHV3-32	0
IGHVII-33-1	0
IGHV2-26	0
TDP1	29
IGHVIII-13-1	0
IGHV1-18	0
HOMER2P2	0
IGHV3-19	0
IGHV4-31	0
RPL10L	0
LINC00226	0
ACTR10	668
IGHV3-29	0
GSKIP	138
IGHEP1	0
FOXN3-AS2	0
IGHV3-13	0
IGHV3-30-2	0
LINC02311	1
IGHVII-22-1	0
IGHVIII-26-1	0
KTN1	3042
IGHV3-16	0
EFCAB11	36
RIN3	7
IGHV3-11	0
IGHVII-28-1	0
TRAJ46	0
COX5AP2	22
GNPNAT1	56
5_8S_rRNA	74
RNU6-458P	0
RNU1-27P	1
RN7SL660P	2
RNU6-8	8
RNU6-602P	0
MIR548Y	0
RNU6-455P	0
MIR4307	0
MIR3171	0
RNU6-1261P	0
RNA5SP385	0
RNU6-7	6
RNU6-301P	1
MIR5580	0
MIR4708	0
RN7SL598P	0
RN7SKP99	0
MIR5586	0
RNU2-14P	0
RNU6-297P	0
SNORD56B	0
RN7SL683P	0
RNU1-28P	0
RNU6-552P	0
MIR625	0
RNU6-976P	0
RNU6ATAC28P	0
MIR4709	0
RNU7-30P	0
SNORA11B	0
RN7SKP107	0
RN7SKP255	2
SCARNA13	0
RN7SL714P	0
RNU6-684P	0
RNU2-33P	1
RNU6-91P	0
RNU7-51P	0
TRAJ44	0
TRAJ43	0
TRAJ42	0
TRAJ41	0
TRAJ40	0
TRAJ39	0
TRAJ37	0
TRAJ36	0
TRAJ35	0
TRAJ34	0
TRAJ33	0
TRAJ32	0
TRAJ31	0
TRAJ30	0
TRAJ29	0
TRAJ28	0
TRAJ27	0
TRAJ26	0
TRAJ25	0
TRAJ24	0
TRAJ23	0
TRAJ22	0
TRAJ21	0
TRAJ20	0
TRAJ19	0
TRAJ18	0
TRAJ17	0
TRAJ16	0
TRAJ14	0
TRAJ13	0
TRAJ12	0
TRAJ11	0
TRAJ10	0
TRAJ9	0
TRAJ8	0
TRAJ7	0
TRAJ6	0
TRAJ5	0
TRAJ4	0
TRAJ3	0
TRAJ2	0
TRAJ1	0
TRAC	18
LINC02332	5
DAD1	447
OXA1L-DT	3
OR6E1P	0
OXA1L	226
LRP10	519
REM2	3
RBM23	144
PRMT5-AS1	0
PRMT5	0
AJUBA	195
AJUBA-DT	26
C14orf93	20
PSMB5	350
PSMB11	0
C14orf119	198
CIROP	0
PPP1R3E	37
EFS	3
CMTM5	4
MYH7	1
ZFHX2-AS1	23
THTPA	0
AP1G2	2
AP1G2-AS1	0
BRD7P1	0
RN7SKP205	0
LINC00596	2
DHRS4	583
TRAJ38	0
TCL1A	0
LINC02833	0
LINC02287	0
CHGA	1
ITPK1	113
ITPK1-AS1	10
CYB5AP3	7
MOAP1	188
TMEM251	88
GON7	183
UBR7	128
RPL36AP4	1
COX6CP11	0
ALKBH1	48
RPL21P10	9
ZMYND19P1	0
SLIRP	1069
ADCK1	4
LINC02914	0
SNRPGP1	0
SAV1	89
RN7SL452P	6
ZFP64P1	0
PYGL	68
ABHD12B	3
DLST	298
RPS6KL1	117
PGF	11
EIF2B2	132
MLH3	122
RNU6-689P	0
ACYP1	104
ZC2HC1C	17
HIF1AP1	1
TMED10	956
RNU4ATAC14P	6
SERPINA4	4
SERPINA5	1541
SERPINA3	1
RPSAP4	2
RPL15P2	1
ADIPOR1P2	0
CNIH1	593
GMFB	177
SAMD4A	208
RNU6ATAC9P	0
MIR4308	0
FDPSP3	0
WDHD1	12
RPSAP13	0
HEATR4	10
FRMD6	43
ATP5MJ	1246
DHRS2	14
NPC2	926
SNW1	364
KLHL28	247
PLD4	0
OR4U1P	0
OR4L1	0
RNA5SP380	0
OR4T1P	0
PSMB7P1	0
GTF2IP22	0
OR11G1P	0
OR11P1P	0
OR11H6	0
OR11H7	0
TTC5	48
CCNB1IP1	99
SNORA79B	37
SNORD126	0
RPPH1	0
TEP1	125
RNA5SP382	0
KLHL33	1
OSGEP	37
APEX1	90
PTCD2P1	0
SETP1	0
RNASE9	0
RNASE11-AS1	0
OR6S1	0
RNASE4	2
EGILA	0
RANBP20P	0
EDDM3DP	0
EDDM3A	0
EDDM3B	0
RNASE6	25
RNASE1	222
RNASE2	7
RN7SL189P	0
SLC39A2	2
MIR6717	0
TPPP2	0
RNASE13	0
RNASE7	0
RNASE8	0
ARHGEF40	65
ZNF219	2
CKAP2P1	0
RNU6-252P	0
OR5AU1	3
SMARCE1P3	68
LINC00641	130
SUPT16H	436
SNORD9	0
ANG	51
HMGB3P26	0
RPSAP5	0
RPL10AP1	0
TRMT61A-DT	0
TRMT61A	14
RNU7-160P	0
RNU4-68P	0
KLC1-AS1	9
XRCC3	2
LINC02300	0
EIF4A1P12	0
BTF3P2	1
FOXG1-AS1	4
LINC02282	0
LINC02281	0
TGFB3	46
TGFB3-AS1	0
RPL13P6	0
LBHD2	0
LINC00677	0
TNFAIP2	157
NDUFB4P11	0
RPL21P12	0
GCSHP2	10
LINC00605	9
RPL21P13	0
RAP2CP1	0
EIF5-DT	5
SNORA28	2
LINC02279	0
MIR3173	0
CLMN	465
LINC02292	0
CEND1P1	0
TMEM179	2
LINC02280	1
MIR4710	0
SIVA1	339
ZBTB42	24
RNU4-22P	0
ZC3H14	143
RNU4-92P	0
MPPE1P1	0
TTC8	56
INF2	26
GCH1	124
GCATP1	0
HSPE1P2	260
RNU6-597P	0
RNU6-1162P	0
EIF2S2P1	34
RNU7-116P	0
RPS28P1	0
MIR548H1	0
LINC00523	0
DLK1	2
MEG3	538
MIR2392	0
MIR770	0
MIR493	0
MIR337	0
MIR665	0
MIR431	0
MIR433	0
MIR127	0
MIR432	0
MIR136	0
MEG8	125
SNORD112	0
MIR370	0
SNORD113-1	0
SNORD113-2	0
SNORD113-3	1
SNORD113-4	0
SNORD113-5	0
SNORD113-6	0
SNORD113-7	0
SNORD113-8	0
SNORD113-9	0
SNORD114-1	0
SNORD114-2	0
SNORD114-3	0
SNORD114-4	0
SNORD114-5	0
SNORD114-6	0
SNORD114-7	0
SNORD114-9	0
SNORD114-10	0
SNORD114-11	0
SNORD114-12	0
SNORD114-13	0
SNORD114-14	0
SNORD114-15	0
SNORD114-16	0
SNORD114-17	0
SNORD114-18	0
SNORD114-19	0
SNORD114-20	0
SNORD114-21	4
SNORD114-22	0
SNORD114-23	0
SNORD114-24	0
SNORD114-25	0
SNORD114-26	0
SNORD114-27	0
SNORD114-28	0
SNORD114-29	0
SNORD114-30	0
SNORD114-31	0
MIR379	0
MIR411	0
MIR299	0
MIR380	0
MIR1197	0
MIR323A	0
MIR758	0
MIR329-1	0
MIR329-2	0
MIR494	0
MIR1193	0
MIR543	0
MIR495	0
MIR376C	0
MIR376A2	0
MIR654	0
MIR376B	0
MIR376A1	0
MIR300	0
MIR1185-1	0
MIR1185-2	0
MIR381	0
MIR487B	0
MIR539	0
MIR889	0
MIR544A	0
MIR655	0
MIR487A	0
MIR382	0
MIR134	0
MIR668	0
MIR485	0
MIR323B	0
MIR154	0
MIR496	0
MIR377	0
MIR541	0
MIR409	0
MIR412	0
MIR369	0
MIR410	0
MIR656	0
LINC02285	0
LINC01297	3
GRAMD4P3	0
POTEG	1
RNU6-1268P	0
MED15P6	0
ARHGAP42P4	2
OR4N2	0
OR11K2P	0
OR4H12P	0
OR4N1P	0
OR4K6P	0
OR4K4P	0
DHRS4L1	0
NRL	8
PCK2	241
DCAF11	368
PSME1	301
EMC9	20
PSME2	57
MIR7703	0
RNA5SP383	0
IPO4	1
TM9SF1	48
TSSK4	5
CHMP4A	6
MDP1	0
NEDD8-MDP1	0
NEDD8	234
TGM1	9
DHRS1	134
NOP9	65
LTB4R2	0
LTB4R	26
RIPK3	1
NFATC4	53
CHD8	176
SNORD8	0
EIF4EBP1P1	0
RN7SL650P	0
RAB2B	126
RNU6-366P	0
SLC24A4	2
PSMA3	455
HMGB1P14	3
LINC00216	18
RNU6-341P	0
ARID4A	1009
TOMM20L-DT	5
TOMM20L	0
TIMM9	34
KIAA0586	85
HSBP1P1	1
HNRNPCP1	0
RPL9P5	1
C14orf180	0
MYH6	0
ZFYVE21	6
PIP4P1	232
WDR20	127
DAAM1	589
CCDC198	547
GPHN	102
ADSS1	14
METTL17	36
GSC	0
RBBP4P5	9
OR10G1P	0
UBE2NP1	0
TRAV1-1	0
OR10G2	0
TRAV1-2	0
ARL6IP1P1	0
TRAV2	0
TRAV3	0
TRAV4	0
TRAV5	0
RPL4P1	50
OR4Q3	0
BCL2L2	177
HMGN2P2	0
TSHR	7
BHLHB9P1	0
RPL17P3	1
NMNAT1P1	0
GTF2A1	188
SNORA79	0
DYNLL1P1	2
UNGP3	0
DYNLL1P2	1
LINC02308	0
RTL1	1
EIF2S1	292
PLEK2	9
MIR5694	0
BATF	1
FLVCR2	81
RNA5SP387	0
TTLL5	74
ERG28	85
GPATCH2L	606
IFT43	70
PLEKHH1	11
PIGH	15
ARG2	62
VTI1B	125
COX7A2P1	1
RNA5SP386	0
RDH11	2768
RDH12	6
RN7SL369P	0
RPL21P9	0
RN7SL213P	0
IGBP1P1	47
RNU7-93P	0
SFTA3	0
NKX2-1-AS1	0
PHKBP2	0
RPL29P3	0
NKX2-8	2
RN7SKP257	0
PAX9	0
SF3B4P1	0
PALS1	763
ATP6V1D	582
SRP54	346
IGHV4-39	0
IGHV7-40	0
IGHVII-40-1	0
IGHV3-41	0
HOMER2P1	0
IGHV3-42	0
IGHV3-43	0
IGHVII-43-1	0
IGHVIII-44	2
LINC00221	0
IGHVIV-44-1	0
IGHVII-44-2	0
IGHV1-45	0
IGHV1-46	0
IGHVII-46-1	0
IGHV3-47	0
IGHVIII-47-1	0
IGHV3-48	0
IGHV3-49	0
IGHVII-49-1	0
IGHV3-50	0
IGHV5-51	0
IGHVII-51-2	0
IGHV3-52	0
IGHV3-53	0
IGHVII-53-1	0
IGHV3-54	0
IGHV4-55	0
IGHV7-56	0
IGHV3-57	0
IGHV1-58	0
IGHV4-59	0
IGHV3-60	0
IGHV8-51-1	0
NEK9	350
LINC00638	1
RPS26P49	0
RPS2P4	0
MARK3	440
NYNRIN	2
CBLN3	3
KHNYN	31
CMA1	0
GZMH	0
CTSG	6
FXNP1	0
NRXN3	9
RNA5SP388	0
RPS26P48	0
RNU6-921P	0
MAGOH3P	5
BLZF2P	0
HMGN1P3	0
BANF1P1	1
ACTN1-DT	0
RPS29P1	0
DCAF5	400
DDX18P1	0
SYF2P1	1
G2E3	278
UBE2CP1	0
RPL12P5	0
SCFD1	368
SERPINA10	22
SERPINA6	55
SERPINA1	171
SERPINA11	0
SERPINA9	0
SERPINA12	0
PARP2	89
DGLUCY	83
ADCY4	15
C14orf132	14
ESRRB	35
BDKRB2	58
FOXN3	269
MMP14	95
TC2N	66
TRIP11	628
NDUFB1	1033
CPSF2	229
TOX4	635
METTL3	34
SALL2	1
RN7SKP193	0
VCPKMT	111
SOS2	247
L2HGDH	175
MIR4504	0
CDKL1	73
RPGRIP1	2
COX16	94
SYNJ2BP-COX16	0
RNU2-51P	0
SYNJ2BP	608
ADAM21	3
RNU6-659P	0
ADAM20	2
MED6	149
KRT18P7	0
TTC9-DT	3
RN7SL77P	0
TTC9	52
EGLN3-AS1	0
RN7SKP108	0
LINC02299	0
MAP3K9	25
SEC23A	353
SEC23A-AS1	0
PPIAP4	1
TRAPPC6B	10
RPL7AP2	0
PNN-AS1	0
PNN	1561
YTHDF2P1	9
MIA2-AS1	1
AREL1	89
FCF1	428
YLPM1	477
MAPK1IP1L	996
LGALS3	226
DLGAP5	3
COX5AP1	1
FBXO34-AS1	0
FBXO34	112
CHMP4BP1	5
ATG14	163
HMGN1P1	2
RPL7AP4	0
ABI1P1	1
ZFYVE26	65
RN7SL706P	0
RN7SL108P	0
RPL7AP5	0
PPIAP6	0
RPL12P7	0
PAPOLA-DT	13
LINC02304	0
RPLP0P3	0
DNAJC8P1	66
RPS3AP4	2
KRT18P6	0
INSM2	0
QRSL1P3	0
NUTF2P2	0
BRMS1L	53
ILF2P2	0
ZNF839	16
RABGGTA	7
PPP4R3A	467
ESR2	8
HAUS4	5
FITM1	1
OR4K2	2
LRFN5	6
OR4M1	0
OR4K14	0
OR6J1	0
OR4K13	2
OR4K1	0
OR10G3	2
C14orf178	1
NF1P4	0
NF1P11	0
RALGAPA1	167
MAP4K5	245
DYNC1H1	1388
ACIN1	187
RPPH1-2P	0
CHURC1-FNTB	0
RAB15	64
FNTB	62
MAX	354
MIR4706	0
MRPL52	198
CCDC196	2
ZDHHC22	0
FAM204DP	1
MIR1260A	0
GSTZ1	97
TMED8	228
NUDT14	16
RN7SKP92	0
BNIP3P1	341
RPL26P3	1
LINC02327	0
LINC02326	0
RNU6-864P	0
RNU11-5P	0
RNU6-1234P	0
HSPA2-AS1	2
PPP1R36	3
NUP50P1	2
PLEKHG3	93
SPTB	9
MIR7855	0
POMT2	94
OR4N5	0
AKT1	12
OR4E2	1
MIR624	0
BTBD6	84
OR11H4	2
ATL1	23
COCH	15
STRN3	437
HIGD1AP17	0
RPL21P5	2
RNU6-541P	0
ACTN1	239
AP4S1	55
LINC02329	0
LINC00911	0
FLRT2	60
MIR7843	0
RPL36P3	0
PAPOLA	1827
CHURC1	461
GEMIN2	62
DPF3	69
OR11H12	0
OR11G2	18
PABPN1	21
OR4E1	0
SDR39U1	0
NGB	0
OR11H2	59
MDGA2	1
RNASE3	3
TRAV6	1
TRAV7	0
TRAV8-1	0
TRAV9-1	0
TRAV10	0
TRAV11	0
TRAV12-1	0
TRAV8-2	0
TRAV8-3	0
TRAV13-1	0
TRAV12-2	0
TRAV8-4	0
TRAV8-5	0
TRAV13-2	0
TRAV14DV4	0
TRAV9-2	0
TRAV15	0
TRAV12-3	0
TRAV8-6	0
TRAV16	0
TRAV17	0
TRAV18	0
TRAV19	0
TRAV20	0
TRAV21	0
TRAV22	0
TRAV23DV6	0
TRDV1	0
TRAV24	0
TRAV25	0
TRAV26-1	0
TRAV8-7	0
TRAV27	0
TRAV28	0
TRAV29DV5	0
TRAV30	2
TRAV31	0
TRAV32	0
TRAV33	0
TRAV26-2	0
TRAV34	0
TRAV35	0
TRAV36DV7	0
TRAV37	0
TRAV38-1	0
TRAV38-2DV8	0
TRAV39	0
TRAV40	0
TRAV41	0
IGHG1	15
IGHG3	20
ATP6V1G1P1	0
IGHD	0
IGHM	20
MIR4539	0
MIR4507	0
MIR4538	0
MIR4537	0
IGHJ6	0
IGHJ3P	0
IGHJ5	0
IGHJ4	0
IGHJ3	0
IGHJ2P	0
IGHJ2	0
IGHJ1	0
IGHD7-27	0
IGHJ1P	0
IGHD1-26	0
IGHD6-25	0
IGHD5-24	0
IGHD4-23	0
IGHD3-22	0
IGHD2-21	0
IGHD1-20	0
IGHD6-19	0
IGHD5-18	0
IGHD4-17	0
IGHD3-16	0
IGHD2-15	0
IGHD1-14	0
IGHD6-13	0
IGHD5-12	0
IGHD4-11	0
IGHD2-8	0
IGHD1-7	0
IGHD6-6	0
IGHD5-5	0
IGHD4-4	0
IGHD3-3	0
IGHD2-2	0
IGHD1-1	0
IGHV6-1	0
IGHVII-1-1	0
IGHV1-2	0
IGHVIII-2-1	0
IGHV1-3	0
IGHV4-4	0
IGHV7-4-1	0
IGHV2-5	0
IGHVIII-5-1	0
IGHVIII-5-2	0
IGHV3-6	0
IGHV3-7	0
RNA5SP389	0
IGHVII-60-1	0
IGHV4-61	0
IGHV3-62	0
IGHVII-62-1	0
IGHV3-63	0
IGHV3-64	0
IGHV3-65	0
IGHVII-65-1	0
IGHV3-66	0
IGHV1-67	0
SLC20A1P1	0
IGHVII-67-1	0
IGHVIII-67-2	0
IGHVIII-67-3	0
IGHVIII-67-4	0
IGHV1-68	0
IGHV1-69	0
IGHV2-70D	0
IGHV3-69-1	0
IGHV1-69-2	0
IGHV1-69D	0
IGHV2-70	0
IGHV3-71	0
IGHV3-72	0
IGHV3-73	0
IGHV3-74	0
IGHVII-74-1	0
IGHV3-75	0
IGHV3-76	0
IGHVIII-76-1	0
MIR5195	0
IGHV5-78	0
IGHVII-78-1	0
IGHV3-79	0
IGHV4-80	0
IGHV7-81	1
IGHVIII-82	0
SYNE3	1738
PROX2	0
SIPA1L1	132
ZBTB1	184
TRIM9	5
HIF1A	1596
SNAPC1	489
COX4I1P1	1
LINC00644	0
REC8	5
CPNE6	6
WDR25	28
FAM181A-AS1	0
ASB2	3
CCDC197	0
OTUB2	5
IFI27L1	26
IFI27L2	15
PPP4R4	7
HSPA2	163
NKX2-1	0
RPL36AP1	7
RN7SL461P	0
RNU6-1204P	0
OTX2	0
GPR132	25
JAG2	7
MIR6765	0
PACS2	68
RPS20P33	0
TEX22	0
MTA1-DT	0
MTA1	17
CRIP2	24
CRIP1	0
TEDC1	4
TMEM121	3
ATP5MC1P1	0
ELK2BP	0
IGHA2	1
IGHE	0
IGHG4	25
MIR8071-1	0
IGHG2	8
MIR8071-2	0
COPDA1	0
BEGAIN	4
VASH1-DT	0
VASH1	14
VASH1-AS1	0
ANGEL1	15
RPL22P2	1
RN7SKP17	0
RN7SL356P	0
IRF2BPL	517
LINC02288	4
LINC02289	31
LRRC74A	0
CKB	186
COA8	128
PRKD1	107
DMAC2L	56
DIO2	76
RTN1	12
CDKN3	15
ARHGAP5	1145
NDRG2	533
GZMB	0
SYNE2	3101
TDRD9	34
CEP170B	229
DHRS4L2	89
BRF1	34
NID2	28
ZFHX2	49
JPH4	5
CCDC88C	65
GMPR2	9
CDH24	1
MBIP	203
ATXN3	73
DDX24	1262
PRKCH	73
SLC7A8	184
GPX2	13
CALM1	5577
EAPP	271
HNRNPC	531
OR4K17	0
MIA2	1085
CIDEB	0
ABHD4	113
GPR135	12
GNG2	4
EML5	3
TUNAR	1
FAM161B	18
COQ6	116
ENTPD5	146
BBOF1	90
ALDH6A1	6210
RN7SL530P	2
VSX2	1
ABCD4	111
VRTN	0
SUB1P2	0
RPS2P2	0
LIN52	298
STK16P1	0
RNU6ATAC30P	5
KLHDC1	24
NEMF	737
RNU6-539P	0
RN7SL3	31
RN7SL2	0
RNU6-189P	0
MIR6076	0
PDLIM1P1	0
ARF6	626
RPL23AP8	0
CFL2	193
RPL12P6	30
BAZ1A	615
RNU7-41P	12
BAZ1A-AS1	10
PPP2R3C	62
PRORP	31
RPL23AP70	0
SEPTIN7P1	9
MRPL57P8	0
DPRXP3	1
RPL7AP3	10
RPL9P3	844
PSMA6	32
SYT16	0
SERTAD4BP	0
OR4K15	0
OR4Q2	0
VIPAS39	54
AHSA1	2695
ISM2	2
SPTLC2	371
RN7SL587P	6
GALNT16-AS1	1
GALNT16	6
ERH	731
SLC39A9	426
EXD2	62
WDR89	76
TMEM229B	6
RNF212B	20
SEL1L	2280
LINC01467	0
STON2	244
MIR4506	0
IFI27	132
EXOC3L4	2
HEATR5A	100
ATP5MC1P2	2
ACOT1	31
NT5CP2	0
ACOT2	122
NT5CP1	0
ACOT4	0
ACOT6	3
NDUFB8P1	0
DNAL1	62
RNU6-240P	0
PNMA1	165
MIR4505	0
LINC02274	25
PTGR2	3
ZNF410	13
SAMD15	20
NOXRED1	10
STXBP6	17
RAD51B	18
FBXO33	186
JDP2-AS1	3
GTF2A1-AS1	1
LINC02295	0
LINC01629	0
LINC01550	21
PSMA3-AS1	257
HECTD1	1079
BAG5	344
KLC1	113
RNU6-790P	2
NPM1P20	0
RN7SL472P	10
HSP90AA1	107310
PPP2R5C	513
SLC25A21-AS1	35
RNU6-273P	0
RNU6-886P	1
FOXA1	1
BTBD7	548
COX8C	7
RNU6-1258P	0
PRIMA1	7
FAM181A	0
KTN1-AS1	2
RPL21P6	1
TBPL2	0
UNC79	11
SLC25A21	7
MIR4503	0
MIDEAS	218
RNU6-1138P	1
RNU6-1046P	4
SLC22A17	54
MIR208A	0
MIR208B	0
CEBPE	0
RNU6-1277P	0
LINC00517	0
TTC6	0
PRPF39-DT	0
PRPF39	169
SNORD58	4
SNORD127	0
FKBP3	381
MIS18BP1	156
FANCM	40
RNASE10	0
RNASE12	0
GARIN2	51
CGRRF1	130
HHIPL1	1
CYP46A1	36
EML1	42
RNU1-47P	0
VDAC3P1	1
RD3L	0
RN7SL634P	0
ASPG	22
MIR203A	0
MIR203B	0
KIF26A	12
KIF26A-DT	0
ZBTB25	44
AKAP5	20
MTHFD1	179
DICER1	431
LINC00640	0
SETP2	0
RNU6-1291P	0
FRMD6-AS2	7
PNP	22
LINC00524	0
LINC02314	0
MIR1247	0
LINC02320	0
ZFYVE1	71
RN7SL586P	0
RBM25-AS1	3
RBM25	2065
PAPLN	146
PAPLN-AS1	1
RNU6-419P	1
NUMB	455
RIOX1	63
NFKBIA	2246
HIF1A-AS1	4
HIF1A-AS3	47
MIPOL1	60
MIR4707	0
SLC7A7	1470
IRF9	41
RPL3P4	1384
BCL11B	16
MIR493HG	2
MEG9	0
TINF2	88
RNF31	3
RNU6-244P	0
ANKRD9	62
MIR4309	0
LINC02323	0
RN7SL546P	0
RCOR1	219
RPL23AP11	1
RNU6-1316P	2
AMN	63
TRAF3	200
NPAS3	15
TMEM253	0
TRD-AS1	1
FLVCR2-AS1	3
FLRT2-AS1	29
TEX21P	3
RNA5SP384	0
RPS29	3496
RPL32P29	0
RN7SL1	106
LRR1	62
RHOQP1	2
RPL36AL	565
MGAT2	0
DNAAF2	88
POLE2	21
KLHDC2	30
DIO3OS	0
PSEN1	330
BCL2L2-PABPN1	0
CDC42BPB	253
RNASE2CP	0
LINC02321	0
LINC01220	8
LINC02298	2
LINC01588	41
SAMD4A-AS1	8
LINC02301	0
MIDEAS-AS1	2
TCL6	60
LINC02325	0
PRMT5-DT	9
LINC00639	1
LINC02328	1
DICER1-AS1	21
SNHG10	50
DHRS4-AS1	118
SRMP2	3
TRMT5	47
RNU6-398P	0
SLC38A6	79
TMEM30B	195
SRP54-AS1	61
FAM177A1	634
NGDN	576
RNU6-835P	0
GPR65	18
LINC01147	2
HISLA	1
KCNK10	41
NEK2P1	0
NF1P7	0
POTEM	0
RNU6-1239P	0
GRAMD4P4	0
DUXAP9	2
NBEAP5	0
OR11H13P	0
CDRT15P13	0
NBEAP6	0
TOMM40P1	0
LINC01269	0
MAP3K9-DT	12
MIR151B	0
MIR342	0
MIR6764	0
SLC25A29	3
MIR345	0
RN7SL523P	0
SLC25A47	0
WARS1	69
SERPINA2	0
YY1	1463
HOMEZ	40
PELI2	138
SLC10A1	16
SMOC1	6
RPL7AP6	30
ADAM21P1	0
SLC8A3	1
NF1P10	0
H3P37	0
SERPINA13P	0
OR4K16P	0
OR11H5P	0
DPPA3P2	0
ADAM20P1	0
ADAM6	0
MED15P1	0
BMS1P17	0
ZFP36L1	3860
EVL	14
OR4K3	0
OR4K5	0
FOXG1	0
LINC01551	1
LINC00239	0
SGPP1	403
IL25	0
CATSPERB	1
POLR3GP1	0
NANOGP7	0
FBLN5	294
NIN	273
LRRC9	2
PCNX4-DT	4
RN7SKP21	0
PTCSC3	8
DEGS2	0
EIF5	2377
CARMIL3	1
FAM30A	1
IGHD3-10	0
IGHD3-9	0
RNASE11	0
DACT1	20
DIO3	12
VRK1	22
BCAR1P2	0
IGHD1OR15-1A	0
FAM30C	0
OR4N3BP	2
IGHD5OR15-5A	0
CXADRP2	0
SPATA31E2P	0
PWRN1	37
OR11H3P	0
OR11J6P	0
IGHD2OR15-2A	0
IGHV1OR15-1	0
RPS8P10	0
MPHOSPH10P5	0
LINC02203	1
LINC02346	2
FAM30B	0
LINC02250	1
OR4M2-OT1	0
OR11K1BP	0
GOLGA6L1	0
LINC00929	0
IGHD5OR15-5B	0
OR4N3P	0
RPL5P1	11
OR11J7P	0
LINC01193	1
IGHV1OR15-3	0
IGHV3OR15-7	0
IGHV1OR15-6	0
GRAMD4P6	0
